action,event_pk,rn,is_replicate,date,work_area,organization,survey,sampling_bout,site_id,project_specific_id,hakai_id,source,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,filtered,filter_type,volume,installed,collected,preserved,analyzed,lab_technician,nh4_,no2_no3_um,no2_no3_ugl,tp,tdp,tn,tdn,srp,po4,sio2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,nh4__flag,no2_no3_flag,tp_flag,tdp_flag,tn_flag,tdn_flag,srp_flag,po4_flag,sio2_flag,po4pfilt_flag,no3nfilt_flag,po4punfl_flag,no3nunfl_flag,nh4nunfl_flag,analyzing_lab,metadata_qc_flag,comments,quality_log,no2_no3_units,row_flag,quality_level
,449768,1,,2018-12-04,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4940,M,50.0307,-125.0992,50.02975395,-125.0982536,,30,29.7346806,,0.45nm,13,,2018-12-04 08:54:05,2018-12-04 12:08:44,2019-03-08 00:00:00,"chris.mackenzie,chris.osullivan,rebecca.piercey",,27.98330645,,,,,,,2.40507754,53.16245562,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Event QC'd by EM.,uM,Results,Technicianmr
,449768,1,,2018-12-04,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4941,M,50.0307,-125.0992,50.02975395,-125.0982536,,40,,,0.45nm,13,,2018-12-04 08:54:05,2018-12-04 12:08:44,2019-03-08 00:00:00,"chris.mackenzie,chris.osullivan,rebecca.piercey",,28.58868419,,,,,,,2.411004306,54.77522784,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Event QC'd by EM.,uM,Results,Technicianmr
,449768,1,,2018-12-04,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4942,M,50.0307,-125.0992,50.02975395,-125.0982536,,50,48.6035688,,0.45nm,13,,2018-12-04 08:54:05,2018-12-04 12:08:44,2019-03-08 00:00:00,"chris.mackenzie,chris.osullivan,rebecca.piercey",,29.32444182,,,,,,,2.526921475,57.22935753,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Event QC'd by EM.,uM,Results,Technicianmr
,449768,1,,2018-12-04,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4943,M,50.0307,-125.0992,50.02975395,-125.0982536,,75,,,0.45nm,13,,2018-12-04 08:54:05,2018-12-04 12:08:44,2019-03-08 00:00:00,"chris.mackenzie,chris.osullivan,rebecca.piercey",,30.76075231,,,,,,,2.650351134,58.7893041,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Event QC'd by EM.,uM,Results,Technicianmr
,449768,1,,2018-12-04,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4944,M,50.0307,-125.0992,50.02975395,-125.0982536,,100,96.4182913,,0.45nm,13,,2018-12-04 08:54:05,2018-12-04 12:08:44,2019-03-08 00:00:00,"chris.mackenzie,chris.osullivan,rebecca.piercey",,31.65739209,,,,,,,2.683656733,57.13698512,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Event QC'd by EM.,uM,Results,Technicianmr
,449769,1,,2018-12-04,QUADRA,HAKAI,QOMA5,3,QU39,,QNUT4945,M,50.0307,-125.0992,50.02906078,-125.0967684,,150,,,0.45nm,13,,2018-12-04 09:44:24,2018-12-04 12:09:21,2019-03-08 00:00:00,"chris.mackenzie,chris.osullivan,rebecca.piercey",,30.21305258,,,,,,,2.548675703,52.77586818,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Event QC'd by EM.,uM,Results,Technicianmr
,449769,1,,2018-12-04,QUADRA,HAKAI,QOMA5,3,QU39,,QNUT4946,M,50.0307,-125.0992,50.02906078,-125.0967684,,200,,,0.45nm,13,,2018-12-04 09:44:24,2018-12-04 12:09:21,2019-03-08 00:00:00,"chris.mackenzie,chris.osullivan,rebecca.piercey",,30.2665433,,,,,,,2.533190216,52.55043647,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Event QC'd by EM.,uM,Results,Technicianmr
,449769,1,,2018-12-04,QUADRA,HAKAI,QOMA5,3,QU39,,QNUT4947,M,50.0307,-125.0992,50.02906078,-125.0967684,,260,247.0884255,,0.45nm,13,,2018-12-04 09:44:24,2018-12-04 12:09:21,2019-03-08 00:00:00,"chris.mackenzie,chris.osullivan,rebecca.piercey",,29.99542362,,,,,,,2.528160527,54.19918224,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,1: Event QC'd by EM.,uM,Results,Technicianmr
,461395,1,,2019-01-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4948,M,50.0307,-125.0992,,,,0,,,0.45nm,13,,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,27.47546947,,,,,,,2.266977455,53.71777824,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461395,1,,2019-01-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4949,M,50.0307,-125.0992,,,,5,5.9131934,,0.45nm,13,,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,27.64912626,,,,,,,2.28536614,54.60282778,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461395,1,,2019-01-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4950,M,50.0307,-125.0992,,,,10,10.4169058,,0.45nm,13,,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,28.01607894,,,,,,,2.319198801,55.44840458,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461395,1,,2019-01-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4951,M,50.0307,-125.0992,,,,20,,,0.45nm,13,,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,28.65369107,,,,,,,2.335094659,56.18330784,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461395,1,,2019-01-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4952,M,50.0307,-125.0992,,,,30,29.7765068,,0.45nm,13,,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,28.94949517,,,,,,,2.409777077,57.49869155,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461395,1,,2019-01-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4953,M,50.0307,-125.0992,,,,40,39.2163449,,0.45nm,13,,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,29.45601043,,,,,,,2.434139639,58.73770363,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461395,1,,2019-01-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4954,M,50.0307,-125.0992,,,,50,48.4291359,,0.45nm,13,,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,29.67394374,,,,,,,2.523264169,59.09432779,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461395,1,,2019-01-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4955,M,50.0307,-125.0992,,,,75,72.2104884,,0.45nm,13,,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,30.61715911,,,,,,,2.598436444,61.21169589,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461395,1,,2019-01-16,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4956,M,50.0307,-125.0992,,,,100,91.3261744,,0.45nm,13,,2019-01-16 10:07:08,2019-01-16 10:10:18,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,30.7777878,,,,,,,2.576963336,58.44896238,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461396,1,,2019-01-16,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT4957,M,50.0307,-125.0992,,,,150,142.3315068,,0.45nm,13,,2019-01-16 11:00:17,2019-01-16 11:22:09,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,30.61003079,,,,,,,2.573372491,56.96016489,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461396,1,,2019-01-16,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT4958,M,50.0307,-125.0992,,,,200,189.6711057,,0.45nm,13,,2019-01-16 11:00:17,2019-01-16 11:22:09,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,30.37103143,,,,,,,2.51753047,55.85063664,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,461396,1,,2019-01-16,QUADRA,HAKAI,QOMA1,3,QU39,,QNUT4959,M,50.0307,-125.0992,,,,260,241.6654748,,0.45nm,13,,2019-01-16 11:00:17,2019-01-16 11:22:09,2019-03-08 00:00:00,"bryn.fedje,emma.myers",,30.37492768,,,,,,,2.578748029,60.12671958,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadataQC'd by CM2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,458159,1,,2019-01-21,CALVERT,HAKAI,"KWAK,FZH",2,KC10,,NUT10787,M,51.6505,-127.9516,,,,0,,,0.45nm,13,,2019-01-21 09:43:06,2019-01-21 14:57:23,2019-11-06 00:00:00,"bryn.fedje,chris.osullivan",,19.53141822,,,,,,,1.571032559,33.26645056,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458863,1,,2019-01-21,CALVERT,HAKAI,"KWAK,FZH",1,KC10,,NUT10788,M,51.6505,-127.9516,,,,5,6.6867098,,0.45nm,13,,2019-01-21 09:05:49,2019-01-21 14:53:59,2019-11-06 00:00:00,"bryn.fedje,chris.osullivan",,19.38640679,,,,,,,1.562826718,33.31691081,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458863,1,,2019-01-21,CALVERT,HAKAI,"KWAK,FZH",1,KC10,,NUT10789,M,51.6505,-127.9516,,,,10,11.4092811,,0.45nm,13,,2019-01-21 09:05:49,2019-01-21 14:53:59,2019-11-06 00:00:00,"bryn.fedje,chris.osullivan",,19.29519661,,,,,,,1.523327884,33.83112769,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458863,1,,2019-01-21,CALVERT,HAKAI,"KWAK,FZH",1,KC10,,NUT10790,M,51.6505,-127.9516,,,,20,21.2657594,,0.45nm,13,,2019-01-21 09:05:49,2019-01-21 14:53:59,2019-11-06 00:00:00,"bryn.fedje,chris.osullivan",,18.37473038,,,,,,,1.50264366,31.26001058,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458863,1,,2019-01-21,CALVERT,HAKAI,"KWAK,FZH",1,KC10,,NUT10791,M,51.6505,-127.9516,,,,30,31.0371064,,0.45nm,13,,2019-01-21 09:05:49,2019-01-21 14:53:59,2019-11-06 00:00:00,"bryn.fedje,chris.osullivan",,16.19104206,,,,,,,1.319051302,27.1571643,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458863,1,,2019-01-21,CALVERT,HAKAI,"KWAK,FZH",1,KC10,,NUT10793,M,51.6505,-127.9516,,,,50,49.9241845,,0.45nm,13,,2019-01-21 09:05:49,2019-01-21 14:53:59,2019-11-06 00:00:00,"bryn.fedje,chris.osullivan",,16.54267778,,,,,,,1.334091429,27.09914966,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458863,1,,2019-01-21,CALVERT,HAKAI,"KWAK,FZH",1,KC10,,NUT10792,M,51.6505,-127.9516,,,,100,97.5365449,,0.45nm,13,,2019-01-21 09:05:49,2019-01-21 14:53:59,2019-11-06 00:00:00,"bryn.fedje,chris.osullivan",,28.87103284,,,,,,,2.328956655,53.92369297,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458863,1,,2019-01-21,CALVERT,HAKAI,"KWAK,FZH",1,KC10,,NUT10794,M,51.6505,-127.9516,,,,200,195.7586997,,0.45nm,13,,2019-01-21 09:05:49,2019-01-21 14:53:59,2019-11-06 00:00:00,"bryn.fedje,chris.osullivan",,15.16800916,,,,,,,1.340040636,24.84141322,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458159,1,,2019-01-21,CALVERT,HAKAI,"KWAK,FZH",2,KC10,,NUT10795,M,51.6505,-127.9516,,,,325,,,0.45nm,13,,2019-01-21 09:43:06,2019-01-21 14:57:23,2019-11-06 00:00:00,"bryn.fedje,chris.osullivan",,30.36301122,,,,,,,2.527151845,62.20181034,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,460027,1,,2019-01-23,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4974,M,50.0307,-125.0992,50.03139451,-125.0997893,,0,,,0.45nm,13,,2019-01-23 09:30:38,2019-01-23 09:34:00,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,28.87223639,,,,,,,2.322540182,56.39344939,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,460027,1,,2019-01-23,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4975,M,50.0307,-125.0992,50.03139451,-125.0997893,,5,5.519921,,0.45nm,13,,2019-01-23 09:30:38,2019-01-23 09:34:00,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,28.89981153,,,,,,,2.359421623,56.65830571,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,460027,1,,2019-01-23,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4976,M,50.0307,-125.0992,50.03139451,-125.0997893,,10,10.2355864,,0.45nm,13,,2019-01-23 09:30:38,2019-01-23 09:34:00,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,28.78668584,,,,,,,2.355475289,56.42683066,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,460027,1,,2019-01-23,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4977,M,50.0307,-125.0992,50.03139451,-125.0997893,,20,,,0.45nm,13,,2019-01-23 09:30:38,2019-01-23 09:34:00,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,29.3680399,,,,,,,2.413764987,57.03647519,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,460027,1,,2019-01-23,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4978,M,50.0307,-125.0992,50.03139451,-125.0997893,,30,29.4430338,,0.45nm,13,,2019-01-23 09:30:38,2019-01-23 09:34:00,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,29.4192055,,,,,,,2.355332717,56.91070258,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,460027,1,,2019-01-23,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4979,M,50.0307,-125.0992,50.03139451,-125.0997893,,40,,,0.45nm,13,,2019-01-23 09:30:38,2019-01-23 09:34:00,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,29.45319874,,,,,,,2.387194226,57.03832412,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,460027,1,,2019-01-23,QUADRA,HAKAI,QOMA5,1,QU39,,QM830,M,50.0307,-125.0992,50.03139451,-125.0997893,,50,48.4438007,,0.45nm,13,,2019-01-23 09:30:38,2019-01-23 09:34:00,,"chris.mackenzie,emma.myers,Jake Etz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",,Not Available,Technicianmr
,460027,1,,2019-01-23,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4981,M,50.0307,-125.0992,50.03139451,-125.0997893,,75,,,0.45nm,13,,2019-01-23 09:30:38,2019-01-23 09:34:00,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,30.49090617,,,,,,,2.521260996,60.50069743,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,460027,1,,2019-01-23,QUADRA,HAKAI,QOMA5,1,QU39,,QNUT4982,M,50.0307,-125.0992,50.03139451,-125.0997893,,100,90.6287221,,0.45nm,13,,2019-01-23 09:30:38,2019-01-23 09:34:00,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,31.00347771,,,,,,,2.585025613,60.57761039,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,460026,1,,2019-01-23,QUADRA,HAKAI,QOMA5,3,QU39,,QNUT4983,M,50.0307,-125.0992,50.03135238,-125.1012623,,150,,,0.45nm,13,,2019-01-23 10:09:48,2019-01-23 10:10:52,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,31.0092196,,,,,,,2.546585235,55.93739924,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,460026,1,,2019-01-23,QUADRA,HAKAI,QOMA5,3,QU39,,QNUT4984,M,50.0307,-125.0992,50.03135238,-125.1012623,,200,,,0.45nm,13,,2019-01-23 10:09:48,2019-01-23 10:10:52,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,30.87721515,,,,,,,2.51662156,56.8692361,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,460026,1,,2019-01-23,QUADRA,HAKAI,QOMA5,3,QU39,,QNUT4985,M,50.0307,-125.0992,50.03135238,-125.1012623,,260,240.7068093,,0.45nm,13,,2019-01-23 10:09:48,2019-01-23 10:10:52,2019-03-08 00:00:00,"chris.mackenzie,emma.myers,Jake Etz",,30.76014835,,,,,,,2.553461884,57.95866511,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event metadata QCd by BF2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,458874,1,,2019-01-24,CALVERT,HAKAI,RVRS,1,DFO2,,NUT10806,M,51.5208,-127.5583,51.519343,-127.558974,,0,,,0.45nm,13,,2019-01-24 10:06:48,2019-01-24 15:15:16,2019-10-31 00:00:00,bryn.fedje,,17.10083303,,,,,,,1.351250239,31.48665349,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458874,1,,2019-01-24,CALVERT,HAKAI,RVRS,1,DFO2,,NUT10807,M,51.5208,-127.5583,51.519343,-127.558974,,5,3.9412963,,0.45nm,13,,2019-01-24 10:06:48,2019-01-24 15:15:16,2019-10-31 00:00:00,bryn.fedje,,17.51153278,,,,,,,1.395045741,32.10993957,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458874,1,,2019-01-24,CALVERT,HAKAI,RVRS,1,DFO2,,NUT10808,M,51.5208,-127.5583,51.519343,-127.558974,,10,9.571279,,0.45nm,13,,2019-01-24 10:06:48,2019-01-24 15:15:16,2019-10-31 00:00:00,bryn.fedje,,18.18544301,,,,,,,1.452788033,31.3755064,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458874,1,,2019-01-24,CALVERT,HAKAI,RVRS,1,DFO2,,NUT10809,M,51.5208,-127.5583,51.519343,-127.558974,,20,18.1166492,,0.45nm,13,,2019-01-24 10:06:48,2019-01-24 15:15:16,2019-10-31 00:00:00,bryn.fedje,,18.45238684,,,,,,,1.366049709,30.65602412,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458874,1,,2019-01-24,CALVERT,HAKAI,RVRS,1,DFO2,,NUT10810,M,51.5208,-127.5583,51.519343,-127.558974,,30,27.567439,,0.45nm,13,,2019-01-24 10:06:48,2019-01-24 15:15:16,2019-10-31 00:00:00,bryn.fedje,,18.51901695,,,,,,,1.384881097,30.76799135,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458874,1,,2019-01-24,CALVERT,HAKAI,RVRS,1,DFO2,,NUT10811,M,51.5208,-127.5583,51.519343,-127.558974,,50,46.7039615,,0.45nm,13,,2019-01-24 10:06:48,2019-01-24 15:15:16,2019-10-31 00:00:00,bryn.fedje,,18.34652341,,,,,,,1.526303052,29.70855527,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458874,1,,2019-01-24,CALVERT,HAKAI,RVRS,1,DFO2,,NUT10812,M,51.5208,-127.5583,51.519343,-127.558974,,100,92.7983403,,0.45nm,13,,2019-01-24 10:06:48,2019-01-24 15:15:16,2019-10-31 00:00:00,bryn.fedje,,22.85040218,,,,,,,1.636831189,34.00192377,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458874,1,,2019-01-24,CALVERT,HAKAI,RVRS,1,DFO2,,NUT10813,M,51.5208,-127.5583,51.519343,-127.558974,,200,185.1301256,,0.45nm,13,,2019-01-24 10:06:48,2019-01-24 15:15:16,2019-10-31 00:00:00,bryn.fedje,,30.18708913,,,,,,,2.524394703,55.99512954,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,458874,1,,2019-01-24,CALVERT,HAKAI,RVRS,1,DFO2,,NUT10814,M,51.5208,-127.5583,51.519343,-127.558974,,300,279.6672652,,0.45nm,13,,2019-01-24 10:06:48,2019-01-24 15:15:16,2019-10-31 00:00:00,bryn.fedje,,30.80146108,,,,,,,2.519322707,59.42910321,,,,,,,,,,,,,,,,,,,,UBC,,,"1: Event metadata QC'd by EM2: Nutrient metadata QC'd by Cm",uM,Results,Raw
,459938,1,,2019-01-29,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4986,M,50.0307,-125.0992,50.03128974,-125.0993886,,0,,,0.45nm,13,,2019-01-29 09:53:43,2019-01-29 15:39:35,2019-03-08 00:00:00,emma.myers,,28.48215516,,,,,,,2.320103842,55.8386709,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event Metadata QC'd by CO2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,459938,1,,2019-01-29,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4987,M,50.0307,-125.0992,50.03128974,-125.0993886,,5,5.0196928,,0.45nm,13,,2019-01-29 09:53:43,2019-01-29 15:39:35,2019-03-08 00:00:00,emma.myers,,28.43021679,,,,,,,2.315071957,55.97478983,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event Metadata QC'd by CO2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,459938,1,,2019-01-29,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4988,M,50.0307,-125.0992,50.03128974,-125.0993886,,10,9.6315236,,0.45nm,13,,2019-01-29 09:53:43,2019-01-29 15:39:35,2019-03-08 00:00:00,emma.myers,,28.64258326,,,,,,,2.322502729,55.1173119,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event Metadata QC'd by CO2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,459938,1,,2019-01-29,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4989,M,50.0307,-125.0992,50.03128974,-125.0993886,,20,19.3725012,,0.45nm,13,,2019-01-29 09:53:43,2019-01-29 15:39:35,2019-03-08 00:00:00,emma.myers,,29.23016149,,,,,,,2.376244657,57.28814033,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event Metadata QC'd by CO2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
,459938,1,,2019-01-29,QUADRA,HAKAI,QOMA1,1,QU39,,QNUT4990,M,50.0307,-125.0992,50.03128974,-125.0993886,,30,30.1592947,,0.45nm,13,,2019-01-29 09:53:43,2019-01-29 15:39:35,2019-03-08 00:00:00,emma.myers,,29.49550756,,,,,,,2.44099756,57.82275215,,,,,,,AV,AV,AV,AV,AV,AV,AV,AV,,,,,,UBC,,,"1: Event Metadata QC'd by CO2: Nutrient sample metadata QC'd by CM",uM,Results,Technicianmr
